image,true_label,full_ai_probability,spatial_only_ai_probability,frequency_only_ai_probability,full_minus_spatial_only,full_minus_frequency_only,branch_disagreement,spatial_supports_ai,frequency_supports_ai,path
TEMP_TEST\0218 (2).jpg,REAL,0.792033851146698,0.7896429896354675,0.5100802183151245,0.0023908615112304688,0.2819536328315735,0.279562771320343,1,0,TEMP_TEST\REAL\0218 (2).jpg
TEMP_TEST\0222 (3).jpg,REAL,0.6405156850814819,0.6396762132644653,0.5084145069122314,0.0008394718170166016,0.1321011781692505,0.1312617063522339,1,0,TEMP_TEST\REAL\0222 (3).jpg
TEMP_TEST\0222.jpg,REAL,0.7065630555152893,0.7040945887565613,0.5100125074386597,0.0024684667587280273,0.19655054807662964,0.1940820813179016,1,0,TEMP_TEST\REAL\0222.jpg
TEMP_TEST\0226 (8).jpg,REAL,0.9716768860816956,0.9712454676628113,0.5099197030067444,0.00043141841888427734,0.46175718307495117,0.4613257646560669,1,0,TEMP_TEST\REAL\0226 (8).jpg
TEMP_TEST\0227 (2).jpg,REAL,0.5491191148757935,0.5480627417564392,0.5089333653450012,0.001056373119354248,0.040185749530792236,0.03912937641143799,0,0,TEMP_TEST\REAL\0227 (2).jpg
TEMP_TEST\0227 (7).jpg,REAL,0.9998151659965515,0.9998130202293396,0.5092029571533203,2.1457672119140625e-06,0.4906122088432312,0.4906100630760193,1,0,TEMP_TEST\REAL\0227 (7).jpg
TEMP_TEST\0229 (4).jpg,REAL,0.7404751181602478,0.7400180697441101,0.5076697468757629,0.0004570484161376953,0.23280537128448486,0.23234832286834717,1,0,TEMP_TEST\REAL\0229 (4).jpg
TEMP_TEST\0231 (6).jpg,REAL,0.006991979666054249,0.007094704546034336,0.5071283578872681,-0.00010272487998008728,-0.5001363782212138,0.5000336533412337,0,0,TEMP_TEST\REAL\0231 (6).jpg
TEMP_TEST\0235.jpg,REAL,0.5476587414741516,0.5480872988700867,0.5082579255104065,-0.0004285573959350586,0.03940081596374512,0.039829373359680176,0,0,TEMP_TEST\REAL\0235.jpg
TEMP_TEST\0241 (9).jpg,REAL,0.49501386284828186,0.4944780170917511,0.5090624094009399,0.0005358457565307617,-0.014048546552658081,0.014584392309188843,0,0,TEMP_TEST\REAL\0241 (9).jpg
TEMP_TEST\0243 (3).jpg,REAL,0.7932336926460266,0.7917664051055908,0.5090894103050232,0.001467287540435791,0.2841442823410034,0.2826769948005676,1,0,TEMP_TEST\REAL\0243 (3).jpg
TEMP_TEST\0244 (5).jpg,REAL,0.4363480508327484,0.43494468927383423,0.5107453465461731,0.0014033615589141846,-0.07439729571342468,0.07580065727233887,0,0,TEMP_TEST\REAL\0244 (5).jpg
TEMP_TEST\0248 (4).jpg,REAL,0.9136808514595032,0.9127243161201477,0.5106339454650879,0.0009565353393554688,0.4030469059944153,0.4020903706550598,1,0,TEMP_TEST\REAL\0248 (4).jpg
TEMP_TEST\0248.jpg,REAL,0.39128443598747253,0.38985905051231384,0.5099828839302063,0.0014253854751586914,-0.11869844794273376,0.12012383341789246,0,0,TEMP_TEST\REAL\0248.jpg
TEMP_TEST\0254 (9).jpg,REAL,0.4022076427936554,0.4034336805343628,0.50934237241745,-0.0012260377407073975,-0.10713472962379456,0.10590869188308716,0,0,TEMP_TEST\REAL\0254 (9).jpg
TEMP_TEST\0255 (10).jpg,REAL,0.4920334815979004,0.4921763241291046,0.509077787399292,-0.00014284253120422363,-0.0170443058013916,0.016901463270187378,0,0,TEMP_TEST\REAL\0255 (10).jpg
TEMP_TEST\0257 (7).jpg,REAL,0.9860810041427612,0.985850989818573,0.5112470984458923,0.00023001432418823242,0.4748339056968689,0.47460389137268066,1,0,TEMP_TEST\REAL\0257 (7).jpg
TEMP_TEST\0258 (3).jpg,REAL,0.9455319046974182,0.9448412656784058,0.5099079012870789,0.0006906390190124512,0.43562400341033936,0.4349333643913269,1,0,TEMP_TEST\REAL\0258 (3).jpg
TEMP_TEST\0259 (2).jpg,REAL,0.7458024024963379,0.7430064082145691,0.5102851986885071,0.002795994281768799,0.2355172038078308,0.232721209526062,1,0,TEMP_TEST\REAL\0259 (2).jpg
TEMP_TEST\0260.jpg,REAL,0.03841414302587509,0.0384497232735157,0.5088934302330017,-3.558024764060974e-05,-0.4704792872071266,0.470443706959486,0,0,TEMP_TEST\REAL\0260.jpg
TEMP_TEST\0261.jpg,REAL,0.8599299192428589,0.8597845435142517,0.50746089220047,0.00014537572860717773,0.3524690270423889,0.35232365131378174,1,0,TEMP_TEST\REAL\0261.jpg
TEMP_TEST\0272 (6).jpg,REAL,0.8452463150024414,0.845142662525177,0.5063881874084473,0.0001036524772644043,0.33885812759399414,0.33875447511672974,1,0,TEMP_TEST\REAL\0272 (6).jpg
TEMP_TEST\0274 (6).jpg,REAL,0.8156446218490601,0.8148521780967712,0.5085992813110352,0.0007924437522888184,0.3070453405380249,0.3062528967857361,1,0,TEMP_TEST\REAL\0274 (6).jpg
TEMP_TEST\0274.jpg,REAL,0.7568545937538147,0.7557944059371948,0.5096312165260315,0.001060187816619873,0.2472233772277832,0.24616318941116333,1,0,TEMP_TEST\REAL\0274.jpg
TEMP_TEST\0275 (10).jpg,REAL,0.13765424489974976,0.1372426152229309,0.50962895154953,0.00041162967681884766,-0.3719747066497803,0.3723863363265991,0,0,TEMP_TEST\REAL\0275 (10).jpg
TEMP_TEST\0275.jpg,REAL,0.8428617119789124,0.841748833656311,0.5099344849586487,0.0011128783226013184,0.33292722702026367,0.33181434869766235,1,0,TEMP_TEST\REAL\0275.jpg
TEMP_TEST\0278 (8).jpg,REAL,0.530977725982666,0.5319105386734009,0.5091285109519958,-0.0009328126907348633,0.021849215030670166,0.02278202772140503,0,0,TEMP_TEST\REAL\0278 (8).jpg
TEMP_TEST\0281 (4).jpg,REAL,0.6270722150802612,0.6275524497032166,0.5091108679771423,-0.00048023462295532227,0.1179613471031189,0.11844158172607422,1,0,TEMP_TEST\REAL\0281 (4).jpg
TEMP_TEST\0286 (2).jpg,REAL,0.33141079545021057,0.3361712694168091,0.5076419115066528,-0.004760473966598511,-0.17623111605644226,0.17147064208984375,0,0,TEMP_TEST\REAL\0286 (2).jpg
TEMP_TEST\0287 (2).jpg,REAL,0.7700868248939514,0.7667057514190674,0.51246577501297,0.003381073474884033,0.25762104988098145,0.2542399764060974,1,0,TEMP_TEST\REAL\0287 (2).jpg
TEMP_TEST\0287 (7).jpg,REAL,0.9611988067626953,0.9608149528503418,0.5072492361068726,0.0003838539123535156,0.45394957065582275,0.45356571674346924,1,0,TEMP_TEST\REAL\0287 (7).jpg
TEMP_TEST\0288 (6).jpg,REAL,0.782121479511261,0.7814753651618958,0.5080661177635193,0.0006461143493652344,0.2740553617477417,0.27340924739837646,1,0,TEMP_TEST\REAL\0288 (6).jpg
TEMP_TEST\0288 (9).jpg,REAL,0.8125259280204773,0.8114439845085144,0.5067872405052185,0.0010819435119628906,0.3057386875152588,0.3046567440032959,1,0,TEMP_TEST\REAL\0288 (9).jpg
TEMP_TEST\0289 (3).jpg,REAL,0.5547648668289185,0.5545157194137573,0.5103268623352051,0.0002491474151611328,0.04443800449371338,0.044188857078552246,0,0,TEMP_TEST\REAL\0289 (3).jpg
TEMP_TEST\0290.jpg,REAL,0.7025624513626099,0.7006442546844482,0.5092601180076599,0.001918196678161621,0.19330233335494995,0.19138413667678833,1,0,TEMP_TEST\REAL\0290.jpg
TEMP_TEST\0294 (3).jpg,REAL,0.36427241563796997,0.36663758754730225,0.5091112852096558,-0.0023651719093322754,-0.1448388695716858,0.14247369766235352,0,0,TEMP_TEST\REAL\0294 (3).jpg
TEMP_TEST\0296 (6).jpg,REAL,0.13562779128551483,0.1355798840522766,0.5098484754562378,4.7907233238220215e-05,-0.37422068417072296,0.3742685914039612,0,0,TEMP_TEST\REAL\0296 (6).jpg
TEMP_TEST\0300 (2).jpg,REAL,0.6645965576171875,0.660245418548584,0.5125279426574707,0.004351139068603516,0.1520686149597168,0.14771747589111328,1,0,TEMP_TEST\REAL\0300 (2).jpg
TEMP_TEST\0300 (8).jpg,REAL,0.7087535858154297,0.7090989351272583,0.5070983171463013,-0.0003453493118286133,0.20165526866912842,0.20200061798095703,1,0,TEMP_TEST\REAL\0300 (8).jpg
TEMP_TEST\0300.jpg,REAL,0.4300937056541443,0.43123069405555725,0.5094483494758606,-0.0011369884014129639,-0.07935464382171631,0.07821765542030334,0,0,TEMP_TEST\REAL\0300.jpg
TEMP_TEST\0301 (2).jpg,REAL,0.9452059268951416,0.944536566734314,0.5098724961280823,0.0006693601608276367,0.4353334307670593,0.4346640706062317,1,0,TEMP_TEST\REAL\0301 (2).jpg
TEMP_TEST\0303 (3).jpg,REAL,0.4689840078353882,0.47198784351348877,0.5081915259361267,-0.003003835678100586,-0.039207518100738525,0.03620368242263794,0,0,TEMP_TEST\REAL\0303 (3).jpg
TEMP_TEST\0303 (4).jpg,REAL,0.3475118577480316,0.34809669852256775,0.5099594593048096,-0.0005848407745361328,-0.16244760155677795,0.16186276078224182,0,0,TEMP_TEST\REAL\0303 (4).jpg
TEMP_TEST\0303 (8).jpg,REAL,0.12644526362419128,0.12655740976333618,0.509388267993927,-0.00011214613914489746,-0.3829430043697357,0.3828308582305908,0,0,TEMP_TEST\REAL\0303 (8).jpg
TEMP_TEST\0303.jpg,REAL,0.8843795657157898,0.8833819031715393,0.5095928907394409,0.0009976625442504883,0.3747866749763489,0.3737890124320984,1,0,TEMP_TEST\REAL\0303.jpg
TEMP_TEST\0305 (3).jpg,REAL,0.3970506489276886,0.3964187204837799,0.5099530816078186,0.0006319284439086914,-0.11290243268013,0.1135343611240387,0,0,TEMP_TEST\REAL\0305 (3).jpg
TEMP_TEST\0307 (9).jpg,REAL,0.9120431542396545,0.9111039638519287,0.5093163847923279,0.0009391903877258301,0.40272676944732666,0.40178757905960083,1,0,TEMP_TEST\REAL\0307 (9).jpg
TEMP_TEST\0309 (6).jpg,REAL,0.37863489985466003,0.37934595346450806,0.508155882358551,-0.0007110536098480225,-0.129520982503891,0.12880992889404297,0,0,TEMP_TEST\REAL\0309 (6).jpg
TEMP_TEST\0310 (6).jpg,REAL,0.646152913570404,0.644517183303833,0.5101174712181091,0.001635730266571045,0.13603544235229492,0.13439971208572388,1,0,TEMP_TEST\REAL\0310 (6).jpg
TEMP_TEST\0310.jpg,REAL,0.6853449940681458,0.683984100818634,0.5094289779663086,0.0013608932495117188,0.17591601610183716,0.17455512285232544,1,0,TEMP_TEST\REAL\0310.jpg
TEMP_TEST\0313.jpg,REAL,0.5538870096206665,0.5522855520248413,0.5109153389930725,0.0016014575958251953,0.042971670627593994,0.0413702130317688,0,0,TEMP_TEST\REAL\0313.jpg
TEMP_TEST\0314 (9).jpg,REAL,0.2605412006378174,0.25965994596481323,0.5104244351387024,0.0008812546730041504,-0.249883234500885,0.25076448917388916,0,0,TEMP_TEST\REAL\0314 (9).jpg
TEMP_TEST\0314.jpg,REAL,0.5857886075973511,0.5835019946098328,0.5106399059295654,0.0022866129875183105,0.07514870166778564,0.07286208868026733,1,0,TEMP_TEST\REAL\0314.jpg
TEMP_TEST\0316 (2).jpg,REAL,0.7816001772880554,0.7803575396537781,0.5091428756713867,0.0012426376342773438,0.2724573016166687,0.27121466398239136,1,0,TEMP_TEST\REAL\0316 (2).jpg
TEMP_TEST\0317 (2).jpg,REAL,0.38239777088165283,0.38171032071113586,0.5100190043449402,0.0006874501705169678,-0.12762123346328735,0.12830868363380432,0,0,TEMP_TEST\REAL\0317 (2).jpg
TEMP_TEST\0317 (3).jpg,REAL,0.8534479141235352,0.8531426787376404,0.5058048963546753,0.0003052353858947754,0.34764301776885986,0.3473377823829651,1,0,TEMP_TEST\REAL\0317 (3).jpg
TEMP_TEST\0320 (6).jpg,REAL,0.8778688907623291,0.8768022060394287,0.5090644359588623,0.0010666847229003906,0.3688044548034668,0.3677377700805664,1,0,TEMP_TEST\REAL\0320 (6).jpg
TEMP_TEST\0321.jpg,REAL,0.7885682582855225,0.7861888408660889,0.5113023519515991,0.0023794174194335938,0.27726590633392334,0.27488648891448975,1,0,TEMP_TEST\REAL\0321.jpg
TEMP_TEST\0322 (3).jpg,REAL,0.8815175294876099,0.8805979490280151,0.5093675255775452,0.0009195804595947266,0.3721500039100647,0.37123042345046997,1,0,TEMP_TEST\REAL\0322 (3).jpg
TEMP_TEST\0324 (8).jpg,REAL,0.9205778241157532,0.9197520017623901,0.5105224251747131,0.0008258223533630371,0.41005539894104004,0.409229576587677,1,0,TEMP_TEST\REAL\0324 (8).jpg
TEMP_TEST\0326 (2).jpg,REAL,0.5637007355690002,0.562309980392456,0.5109047889709473,0.0013907551765441895,0.05279594659805298,0.05140519142150879,1,0,TEMP_TEST\REAL\0326 (2).jpg
TEMP_TEST\0328 (8).jpg,REAL,0.3892972469329834,0.3919477164745331,0.5076532959938049,-0.0026504695415496826,-0.11835604906082153,0.11570557951927185,0,0,TEMP_TEST\REAL\0328 (8).jpg
TEMP_TEST\0330 (3).jpg,REAL,0.6586054563522339,0.6595381498336792,0.5075454711914062,-0.0009326934814453125,0.15105998516082764,0.15199267864227295,1,0,TEMP_TEST\REAL\0330 (3).jpg
TEMP_TEST\0332 (10).jpg,REAL,0.9087023735046387,0.9076115489006042,0.5106637477874756,0.0010908246040344238,0.3980386257171631,0.39694780111312866,1,0,TEMP_TEST\REAL\0332 (10).jpg
TEMP_TEST\0333 (10).jpg,REAL,0.16937792301177979,0.1690911501646042,0.5090596675872803,0.00028677284717559814,-0.3396817445755005,0.3399685174226761,0,0,TEMP_TEST\REAL\0333 (10).jpg
TEMP_TEST\0333 (2).jpg,REAL,0.6850285530090332,0.6831439733505249,0.5098313093185425,0.0018845796585083008,0.17519724369049072,0.17331266403198242,1,0,TEMP_TEST\REAL\0333 (2).jpg
TEMP_TEST\0334.jpg,REAL,0.8133841156959534,0.8129479289054871,0.5079538226127625,0.0004361867904663086,0.3054302930831909,0.3049941062927246,1,0,TEMP_TEST\REAL\0334.jpg
TEMP_TEST\0335 (2).jpg,REAL,0.8867034316062927,0.885473370552063,0.5104026198387146,0.0012300610542297363,0.3763008117675781,0.3750707507133484,1,0,TEMP_TEST\REAL\0335 (2).jpg
TEMP_TEST\0337 (4).jpg,REAL,0.5469745397567749,0.545977771282196,0.5100365281105042,0.0009967684745788574,0.03693801164627075,0.035941243171691895,0,0,TEMP_TEST\REAL\0337 (4).jpg
TEMP_TEST\0337 (7).jpg,REAL,0.14972293376922607,0.14957527816295624,0.5091997385025024,0.00014765560626983643,-0.35947680473327637,0.3596244603395462,0,0,TEMP_TEST\REAL\0337 (7).jpg
TEMP_TEST\0337 (9).jpg,REAL,0.6011781692504883,0.6007696390151978,0.5085673928260803,0.00040853023529052734,0.09261077642440796,0.09220224618911743,1,0,TEMP_TEST\REAL\0337 (9).jpg
TEMP_TEST\0338 (6).jpg,REAL,0.8499341607093811,0.8488746285438538,0.5084291696548462,0.0010595321655273438,0.3415049910545349,0.34044545888900757,1,0,TEMP_TEST\REAL\0338 (6).jpg
TEMP_TEST\0339 (3).jpg,REAL,0.669586181640625,0.6699630618095398,0.5065373778343201,-0.0003768801689147949,0.16304880380630493,0.16342568397521973,1,0,TEMP_TEST\REAL\0339 (3).jpg
TEMP_TEST\0340 (6).jpg,REAL,0.9606401920318604,0.9602904915809631,0.5096808671951294,0.0003497004508972168,0.45095932483673096,0.45060962438583374,1,0,TEMP_TEST\REAL\0340 (6).jpg
TEMP_TEST\0341 (3).jpg,REAL,0.8511678576469421,0.8500667810440063,0.5096146464347839,0.001101076602935791,0.3415532112121582,0.3404521346092224,1,0,TEMP_TEST\REAL\0341 (3).jpg
TEMP_TEST\0342 (9).jpg,REAL,0.5498467683792114,0.550605833530426,0.5081186890602112,-0.0007590651512145996,0.041728079319000244,0.042487144470214844,0,0,TEMP_TEST\REAL\0342 (9).jpg
TEMP_TEST\0343 (3).jpg,REAL,0.5448592305183411,0.5464412569999695,0.5075241327285767,-0.001582026481628418,0.037335097789764404,0.03891712427139282,0,0,TEMP_TEST\REAL\0343 (3).jpg
TEMP_TEST\0343 (9).jpg,REAL,0.8203517198562622,0.8187381029129028,0.508901059627533,0.001613616943359375,0.31145066022872925,0.3098370432853699,1,0,TEMP_TEST\REAL\0343 (9).jpg
TEMP_TEST\0345.jpg,REAL,0.9644866585731506,0.9640147089958191,0.5100070834159851,0.00047194957733154297,0.4544795751571655,0.454007625579834,1,0,TEMP_TEST\REAL\0345.jpg
TEMP_TEST\0347 (9).jpg,REAL,0.6021729111671448,0.6004077792167664,0.5100443959236145,0.001765131950378418,0.09212851524353027,0.09036338329315186,1,0,TEMP_TEST\REAL\0347 (9).jpg
TEMP_TEST\0350 (3).jpg,REAL,0.711780846118927,0.7101016640663147,0.509935200214386,0.0016791820526123047,0.20184564590454102,0.2001664638519287,1,0,TEMP_TEST\REAL\0350 (3).jpg
TEMP_TEST\0350.jpg,REAL,0.9485375285148621,0.9478771090507507,0.510288417339325,0.0006604194641113281,0.4382491111755371,0.4375886917114258,1,0,TEMP_TEST\REAL\0350.jpg
TEMP_TEST\0352 (2).jpg,REAL,0.07672013342380524,0.0764855220913887,0.509609580039978,0.00023461133241653442,-0.4328894466161728,0.4331240579485893,0,0,TEMP_TEST\REAL\0352 (2).jpg
TEMP_TEST\0354 (2).jpg,REAL,0.9006962180137634,0.8992444276809692,0.5111322402954102,0.0014517903327941895,0.38956397771835327,0.3881121873855591,1,0,TEMP_TEST\REAL\0354 (2).jpg
TEMP_TEST\0357 (3).jpg,REAL,0.6341742873191833,0.6326189041137695,0.510032057762146,0.0015553832054138184,0.12414222955703735,0.12258684635162354,1,0,TEMP_TEST\REAL\0357 (3).jpg
TEMP_TEST\0357.jpg,REAL,0.21407778561115265,0.2135510891675949,0.509218156337738,0.0005266964435577393,-0.2951403707265854,0.2956670671701431,0,0,TEMP_TEST\REAL\0357.jpg
TEMP_TEST\0358.jpg,REAL,0.9760081768035889,0.9755851626396179,0.5100677013397217,0.00042301416397094727,0.4659404754638672,0.46551746129989624,1,0,TEMP_TEST\REAL\0358.jpg
TEMP_TEST\0359 (10).jpg,REAL,0.19024962186813354,0.18960294127464294,0.5107368230819702,0.0006466805934906006,-0.32048720121383667,0.32113388180732727,0,0,TEMP_TEST\REAL\0359 (10).jpg
TEMP_TEST\0363 (10).jpg,REAL,0.7150735259056091,0.71239173412323,0.5094667077064514,0.0026817917823791504,0.20560681819915771,0.20292502641677856,1,0,TEMP_TEST\REAL\0363 (10).jpg
TEMP_TEST\0363 (9).jpg,REAL,0.521072506904602,0.5208317041397095,0.5087108016014099,0.00024080276489257812,0.012361705303192139,0.01212090253829956,0,0,TEMP_TEST\REAL\0363 (9).jpg
TEMP_TEST\0369 (3).jpg,REAL,0.26645657420158386,0.2682136297225952,0.5076373219490051,-0.0017570555210113525,-0.24118074774742126,0.2394236922264099,0,0,TEMP_TEST\REAL\0369 (3).jpg
TEMP_TEST\0369.jpg,REAL,0.12691007554531097,0.12663261592388153,0.5100995898246765,0.00027745962142944336,-0.38318951427936554,0.383466973900795,0,0,TEMP_TEST\REAL\0369.jpg
TEMP_TEST\0370 (8).jpg,REAL,0.9162513017654419,0.9152888059616089,0.5089932680130005,0.0009624958038330078,0.4072580337524414,0.4062955379486084,1,0,TEMP_TEST\REAL\0370 (8).jpg
TEMP_TEST\0373 (3).jpg,REAL,0.845689058303833,0.8445388078689575,0.5086646676063538,0.0011502504348754883,0.33702439069747925,0.33587414026260376,1,0,TEMP_TEST\REAL\0373 (3).jpg
TEMP_TEST\0374 (6).jpg,REAL,0.9035021066665649,0.9023173451423645,0.5106730461120605,0.0011847615242004395,0.3928290605545044,0.39164429903030396,1,0,TEMP_TEST\REAL\0374 (6).jpg
TEMP_TEST\0375 (10).jpg,REAL,0.8925661444664001,0.891663670539856,0.5094327330589294,0.0009024739265441895,0.3831334114074707,0.3822309374809265,1,0,TEMP_TEST\REAL\0375 (10).jpg
TEMP_TEST\0375.jpg,REAL,0.9093877077102661,0.9081001877784729,0.5104597210884094,0.0012875199317932129,0.3989279866218567,0.3976404666900635,1,0,TEMP_TEST\REAL\0375.jpg
TEMP_TEST\0378 (8).jpg,REAL,0.8062860369682312,0.8051390647888184,0.5088619589805603,0.0011469721794128418,0.2974240779876709,0.29627710580825806,1,0,TEMP_TEST\REAL\0378 (8).jpg
TEMP_TEST\0382 (4).jpg,REAL,0.40964680910110474,0.4078224301338196,0.5107212066650391,0.0018243789672851562,-0.10107439756393433,0.10289877653121948,0,0,TEMP_TEST\REAL\0382 (4).jpg
TEMP_TEST\0383 (9).jpg,REAL,0.2927844524383545,0.29223009943962097,0.5098238587379456,0.0005543529987335205,-0.21703940629959106,0.21759375929832458,0,0,TEMP_TEST\REAL\0383 (9).jpg
TEMP_TEST\0385 (10).jpg,REAL,0.9240174293518066,0.9231365323066711,0.5107147693634033,0.000880897045135498,0.4133026599884033,0.4124217629432678,1,0,TEMP_TEST\REAL\0385 (10).jpg
TEMP_TEST\0387 (8).jpg,REAL,0.8322133421897888,0.8306248188018799,0.5097805857658386,0.0015885233879089355,0.3224327564239502,0.32084423303604126,1,0,TEMP_TEST\REAL\0387 (8).jpg
TEMP_TEST\0387.jpg,REAL,0.961230456829071,0.9609317183494568,0.5093804597854614,0.0002987384796142578,0.4518499970436096,0.45155125856399536,1,0,TEMP_TEST\REAL\0387.jpg
TEMP_TEST\0389 (2).jpg,REAL,0.9090858697891235,0.90821772813797,0.5088727474212646,0.0008681416511535645,0.4002131223678589,0.3993449807167053,1,0,TEMP_TEST\REAL\0389 (2).jpg
TEMP_TEST\0389 (7).jpg,REAL,0.0974443182349205,0.09705031663179398,0.5099617838859558,0.0003940016031265259,-0.4125174656510353,0.41291146725416183,0,0,TEMP_TEST\REAL\0389 (7).jpg
TEMP_TEST\0390.jpg,REAL,0.7510401606559753,0.749421238899231,0.508751392364502,0.0016189217567443848,0.2422887682914734,0.240669846534729,1,0,TEMP_TEST\REAL\0390.jpg
TEMP_TEST\0393 (3).jpg,REAL,0.9463381171226501,0.9455856680870056,0.5106128454208374,0.0007524490356445312,0.43572527170181274,0.4349728226661682,1,0,TEMP_TEST\REAL\0393 (3).jpg
TEMP_TEST\0393.jpg,REAL,0.9719182848930359,0.9715747833251953,0.5103262066841125,0.00034350156784057617,0.46159207820892334,0.46124857664108276,1,0,TEMP_TEST\REAL\0393.jpg
TEMP_TEST\0394 (4).jpg,REAL,0.9123087525367737,0.9112318158149719,0.5096129775047302,0.0010769367218017578,0.40269577503204346,0.4016188383102417,1,0,TEMP_TEST\REAL\0394 (4).jpg
TEMP_TEST\0394.jpg,REAL,0.7765627503395081,0.7746585607528687,0.5099336504936218,0.0019041895866394043,0.26662909984588623,0.2647249102592468,1,0,TEMP_TEST\REAL\0394.jpg
TEMP_TEST\0396 (10).jpg,REAL,0.9952510595321655,0.995192289352417,0.5090439915657043,5.8770179748535156e-05,0.4862070679664612,0.48614829778671265,1,0,TEMP_TEST\REAL\0396 (10).jpg
TEMP_TEST\0397.jpg,REAL,0.8879410028457642,0.8866704106330872,0.5101818442344666,0.001270592212677002,0.3777591586112976,0.3764885663986206,1,0,TEMP_TEST\REAL\0397.jpg
TEMP_TEST\0398 (6).jpg,REAL,0.8603317737579346,0.8586502075195312,0.5102051496505737,0.0016815662384033203,0.35012662410736084,0.3484450578689575,1,0,TEMP_TEST\REAL\0398 (6).jpg
TEMP_TEST\0403 (6).jpg,REAL,0.9065114855766296,0.9057072401046753,0.5092698931694031,0.0008042454719543457,0.39724159240722656,0.3964373469352722,1,0,TEMP_TEST\REAL\0403 (6).jpg
TEMP_TEST\0407 (2).jpg,REAL,0.5234439969062805,0.5242881774902344,0.5089474320411682,-0.0008441805839538574,0.014496564865112305,0.015340745449066162,0,0,TEMP_TEST\REAL\0407 (2).jpg
TEMP_TEST\0409 (2).jpg,REAL,0.6144189834594727,0.6112204194068909,0.5107855200767517,0.003198564052581787,0.10363346338272095,0.10043489933013916,1,0,TEMP_TEST\REAL\0409 (2).jpg
TEMP_TEST\0412 (2).jpg,REAL,0.532041609287262,0.5330268144607544,0.5093169212341309,-0.0009852051734924316,0.022724688053131104,0.023709893226623535,0,0,TEMP_TEST\REAL\0412 (2).jpg
TEMP_TEST\0414 (6).jpg,REAL,0.9065293073654175,0.9058738946914673,0.5064941048622131,0.0006554126739501953,0.40003520250320435,0.39937978982925415,1,0,TEMP_TEST\REAL\0414 (6).jpg
TEMP_TEST\0415 (9).jpg,REAL,0.8467361927032471,0.8455638289451599,0.5095759034156799,0.0011723637580871582,0.33716028928756714,0.33598792552948,1,0,TEMP_TEST\REAL\0415 (9).jpg
TEMP_TEST\0418 (7).jpg,REAL,0.6663631200790405,0.6637505292892456,0.5103346109390259,0.002612590789794922,0.15602850914001465,0.15341591835021973,1,0,TEMP_TEST\REAL\0418 (7).jpg
TEMP_TEST\0418.jpg,REAL,0.7874743342399597,0.7868305444717407,0.5080318450927734,0.0006437897682189941,0.2794424891471863,0.2787986993789673,1,0,TEMP_TEST\REAL\0418.jpg
TEMP_TEST\0419 (4).jpg,REAL,0.7687681913375854,0.7678080201148987,0.508194088935852,0.0009601712226867676,0.2605741024017334,0.25961393117904663,1,0,TEMP_TEST\REAL\0419 (4).jpg
TEMP_TEST\0421.jpg,REAL,0.9252688884735107,0.9243989586830139,0.5089729428291321,0.0008699297904968262,0.41629594564437866,0.41542601585388184,1,0,TEMP_TEST\REAL\0421.jpg
TEMP_TEST\0423 (7).jpg,REAL,0.7375856041908264,0.7363093495368958,0.5085035562515259,0.001276254653930664,0.22908204793930054,0.22780579328536987,1,0,TEMP_TEST\REAL\0423 (7).jpg
TEMP_TEST\0424 (9).jpg,REAL,0.9457650780677795,0.9451183676719666,0.5094637870788574,0.0006467103958129883,0.4363012909889221,0.43565458059310913,1,0,TEMP_TEST\REAL\0424 (9).jpg
TEMP_TEST\0425 (8).jpg,REAL,0.510850727558136,0.5112073421478271,0.5082254409790039,-0.0003566145896911621,0.00262528657913208,0.002981901168823242,0,0,TEMP_TEST\REAL\0425 (8).jpg
TEMP_TEST\0429 (3).jpg,REAL,0.8626158833503723,0.861312747001648,0.5089424252510071,0.0013031363487243652,0.35367345809936523,0.35237032175064087,1,0,TEMP_TEST\REAL\0429 (3).jpg
TEMP_TEST\0429 (9).jpg,REAL,0.9784207940101624,0.9782121181488037,0.5097715258598328,0.00020867586135864258,0.4686492681503296,0.46844059228897095,1,0,TEMP_TEST\REAL\0429 (9).jpg
TEMP_TEST\0431 (5).jpg,REAL,0.09895270317792892,0.09843264520168304,0.5105116963386536,0.0005200579762458801,-0.41155899316072464,0.4120790511369705,0,0,TEMP_TEST\REAL\0431 (5).jpg
TEMP_TEST\0433 (9).jpg,REAL,0.9920984506607056,0.9920251369476318,0.5087558031082153,7.331371307373047e-05,0.48334264755249023,0.4832693338394165,1,0,TEMP_TEST\REAL\0433 (9).jpg
TEMP_TEST\0434 (2).jpg,REAL,0.6771639585494995,0.6745678782463074,0.510509729385376,0.0025960803031921387,0.16665422916412354,0.1640581488609314,1,0,TEMP_TEST\REAL\0434 (2).jpg
TEMP_TEST\0434 (4).jpg,REAL,0.4575750529766083,0.4564545750617981,0.5107218623161316,0.0011204779148101807,-0.053146809339523315,0.054267287254333496,0,0,TEMP_TEST\REAL\0434 (4).jpg
TEMP_TEST\0436 (9).jpg,REAL,0.6579853892326355,0.6560613512992859,0.5085459351539612,0.0019240379333496094,0.14943945407867432,0.1475154161453247,1,0,TEMP_TEST\REAL\0436 (9).jpg
TEMP_TEST\0438 (3).jpg,REAL,0.8887535333633423,0.8877180218696594,0.5082314610481262,0.0010355114936828613,0.38052207231521606,0.3794865608215332,1,0,TEMP_TEST\REAL\0438 (3).jpg
