path,label,hash
data\train\REAL\4594 (6).jpg,0,6b964bb77f2034ca24654bc0cf7f696b
data\train\FAKE\4474 (10).jpg,1,5f285a80e427ff812accbf7132b53240
data\train\FAKE\3223 (3).jpg,1,a5e9cd1bf5f6355cfcec027022c03949
data\train\REAL\2579 (10).jpg,0,07b3c8fc369ccdd3f8f2ad38189ad4f3
data\train\FAKE\1677 (2).jpg,1,53051c129486805113d88bb5957708f9
data\train\REAL\3359 (3).jpg,0,0f72d978a32771f4b3eada2555b2c220
data\train\REAL\4196 (10).jpg,0,48553eda3c0c4407a27f85176813aef3
data\train\REAL\2882 (5).jpg,0,94287ed175b027c25451e0dce874a4bc
data\train\FAKE\1556.jpg,1,7d6912fe6a97bf66b6ad91f58e735089
data\train\REAL\0410 (3).jpg,0,2e2ab8bd7152f35966b90646933d00d8
data\train\REAL\2040 (3).jpg,0,8dc88ae7e7a57c2c469b4c52b39ada13
data\train\FAKE\1951 (6).jpg,1,98c3e99fb735e28f63995b6ec703266f
data\train\REAL\1959 (2).jpg,0,27075f818ac2c1f18e612cfdd1e49e1f
data\train\FAKE\5331 (4).jpg,1,c9a956c1e130b5883d098bdb594ecdad
data\train\FAKE\4488 (10).jpg,1,e11d82a6b24897705c4dbe05c6ea22a4
data\train\FAKE\1578 (8).jpg,1,30242c00b576a6719559a527561aee64
data\train\REAL\1626.jpg,0,ff3d9c8429171f76628d0bf08abce6f7
data\train\REAL\4322 (7).jpg,0,85aff64f071d687170a185643a5b084f
data\train\REAL\4585 (5).jpg,0,74e84c6fc080b5ca5fc35d33db2d099f
data\train\FAKE\3871 (3).jpg,1,78d15341490a636ccf400633df5c3151
data\train\FAKE\3747.jpg,1,c2a2e1081cb38f614e6d34b8a6b4ad45
data\train\FAKE\1849 (9).jpg,1,e564b2295ab30acbd427559f421edf30
data\train\FAKE\4091 (5).jpg,1,fbd9e96d43ccba178467e09d41255800
data\train\FAKE\3254 (2).jpg,1,90120e09e29b556ce07df14a2ec0971d
data\train\FAKE\3404 (5).jpg,1,3d79c29d2faf674f1612162955c2d5cb
data\train\FAKE\4449 (7).jpg,1,c110bb99be2c7ea039984b84030a7ff8
data\train\FAKE\5745 (5).jpg,1,806a1fbe84a2dae2cf005b1b6107dcc3
data\train\FAKE\4215 (3).jpg,1,b56da6589f2067f89f928f670920370d
data\train\REAL\0193 (6).jpg,0,9659591b02a4886f1901ed743eaec363
data\train\REAL\4288.jpg,0,787e12e09435385c596f2ccd2cb411b6
data\train\FAKE\5014 (6).jpg,1,6eec0310a91a4006658580d1756f0c0b
data\train\FAKE\5384 (5).jpg,1,22549fd9cc8ac8e48223952a08ebe107
data\train\FAKE\1740 (4).jpg,1,997f7aff564b8be16a024327b5de0851
data\train\REAL\4047 (8).jpg,0,912ab5e2a3b5b6eb6ae8368fa32c1cf4
data\train\REAL\0208.jpg,0,20bc22eeb3a39f02671956653bd84543
data\train\FAKE\1214 (6).jpg,1,a8a4378c6960c31353c309e4cf4a87aa
data\train\FAKE\1238 (6).jpg,1,a8a4378c6960c31353c309e4cf4a87aa
data\train\REAL\1168 (2).jpg,0,0aaf4c09fa0215a07f3c10a4573999f8
data\train\FAKE\2664 (8).jpg,1,4bc09680178cc6d6ac17b35057df2622
data\train\FAKE\2485 (5).jpg,1,e6fbecc91e03b1188beb40656d93179f
data\train\REAL\2376 (9).jpg,0,9602c7c225866981d168993e2f0ed9f8
data\train\FAKE\2313 (6).jpg,1,5fa2231535f1129295162f7561177ca8
data\train\FAKE\1614 (4).jpg,1,aafede5e0c20a205d4865f4138a9b4da
data\train\FAKE\3767.jpg,1,29f4243eca5d78edd817352c258cd123
data\train\FAKE\1314 (2).jpg,1,0f5e3c6fe514826f5134cd341bf8e0cb
data\train\REAL\2257 (4).jpg,0,f3a028237404350aedfb0af6bbdad7a4
data\train\REAL\4616 (7).jpg,0,0c52af8df6623cc9714c4acb47564037
data\train\FAKE\5398 (9).jpg,1,7a877e6c5398861325b558779e633faa
data\train\FAKE\1246 (9).jpg,1,f2aceb51baf91a2ee34dc5fe98296e57
data\train\REAL\4916 (3).jpg,0,46c41681e1f0f495513cc8dbe4600db7
data\train\FAKE\4839.jpg,1,aa271af061e29ff571b28897972b1108
data\train\REAL\4661.jpg,0,bafad9f1339d9b85955c40c0b700b651
data\train\FAKE\1812 (7).jpg,1,1fcc41314177df19c274756761f3b5d8
data\train\FAKE\3022 (2).jpg,1,9818d283b88faa03126319198923e122
data\train\REAL\1285 (6).jpg,0,db269f907aa7948f57d2e889fc844493
data\train\REAL\0744 (10).jpg,0,a63eba3eee427aaf895cfe64d60043f1
data\train\REAL\4372 (6).jpg,0,c5b7aa75d951749bed7cf331b2e7ff56
data\train\REAL\3704 (2).jpg,0,a1d063e51a196812dfbe5a371120da52
data\train\REAL\4461 (4).jpg,0,0d8bf67c09c71dfeca4c3815bfd71477
data\train\FAKE\3264 (9).jpg,1,ef11ce26c58a31da2b6442decabdf845
data\train\REAL\4830 (4).jpg,0,9676d7e9c2977d7f146b7a8eb5ae9932
data\train\FAKE\4537 (8).jpg,1,59a43e7a3cd1ec2fbfacf7c71d32af1c
data\train\REAL\4536 (7).jpg,0,20dd8e30e598e62a8b7cc84b41681c84
data\train\FAKE\5860 (8).jpg,1,c6334e28be4844f28dfa885aae62ca32
data\train\FAKE\2015 (4).jpg,1,855c7e87dc310ca3120c84d9f77e2430
data\train\FAKE\2123 (5).jpg,1,770689bd609fa03798ffb43ea2316375
data\train\FAKE\4675 (4).jpg,1,75d8b94502aa4c0868251c4d620a20c6
data\train\REAL\1350 (10).jpg,0,1946a15e0a2fbfbbd6d36003c0dac49c
data\train\FAKE\2463 (4).jpg,1,8d9a77aa73f172a69bbfd0e309d04b5e
data\train\FAKE\1583 (3).jpg,1,2b8e7cdfaf37500566d4ce790e0efb2c
data\train\FAKE\3334 (3).jpg,1,2b8e7cdfaf37500566d4ce790e0efb2c
data\train\REAL\0352 (2).jpg,0,4a21b61a0505df6da7cc8f3e1e470cce
data\train\REAL\3131 (7).jpg,0,6471cabd82b5a6dbbfe8a5ea5d884d2a
data\train\FAKE\1810 (10).jpg,1,aad625cbcd09fba62e7a28906eb0b7db
data\train\FAKE\3430 (7).jpg,1,21bee94f11a012f559bbfadcfd6c2bbd
data\train\REAL\4249.jpg,0,7bf62c5288f5917683dc117186f0a68c
data\train\FAKE\5933 (7).jpg,1,ca05078039c007ad08051039a19e9820
data\train\REAL\2736 (7).jpg,0,4c4788434efbb473cbab73d5d1968855
data\train\FAKE\3168 (5).jpg,1,6bae0b0d0a516e2be05fa66493335ff8
data\train\REAL\4177 (4).jpg,0,7fbf9e094ac82153ee6da0d26023d3d3
data\train\FAKE\4660 (9).jpg,1,c339fda17acd82acb9f21773a81d953d
data\train\FAKE\3298 (8).jpg,1,0e0a875a8687e4a945db8a65fb4932b1
data\train\REAL\2448 (2).jpg,0,7a15993034177fa46c1a6d6261f50f0d
data\train\FAKE\1953 (8).jpg,1,0d972e1095bbeb3a9a3e3cb2ca4c7245
data\train\FAKE\2697.jpg,1,100eaf3d3b393bae24e2f55f8e919cbf
data\train\FAKE\2745.jpg,1,65e5161a9167e1e1c8d02105e667eec2
data\train\REAL\1415 (6).jpg,0,4ee58f424a98e5a630dab00e220811be
data\train\FAKE\4458 (2).jpg,1,4beb2777de7d9327c09e50a17351f8d1
data\train\REAL\0623 (9).jpg,0,7305e30c1a4f65570d6a8fef1437cb4e
data\train\FAKE\5080 (10).jpg,1,ef82df5b91539fde2852c761a9614b9c
data\train\FAKE\2529 (5).jpg,1,8451f76f10c2bd72568bafa8d3241e5d
data\train\REAL\2903 (2).jpg,0,2b084610f7940609871f3e974ada1585
data\train\REAL\0257 (8).jpg,0,9ba29ca77b4ab411a3e7ccce421264e2
data\train\REAL\4536 (4).jpg,0,3c5f5be5d20c01c7df1ea2ff31e51d66
data\train\REAL\1786 (4).jpg,0,8189fab5887072b8db11497ea12ea980
data\train\REAL\0633 (4).jpg,0,774b6918ccdf114909fd6a12f5ead57e
data\train\FAKE\4678 (6).jpg,1,b2c463ba3abd9b40980516e83c2e0ac5
data\train\REAL\4780 (5).jpg,0,d52d4bedae126a648221adb3c0a62199
data\train\FAKE\2083 (3).jpg,1,b837376f4ddf3b452a70aaf12d1cdd1e
data\train\REAL\2076 (6).jpg,0,4a2d6429eb3c2acfabe571afe15b9429
data\train\REAL\0325 (8).jpg,0,ac548c12ca05ac52230555773a53114e
data\train\REAL\1496 (3).jpg,0,45ab5157fdc68a8cb29a26038b5f1039
data\train\REAL\3823 (7).jpg,0,c3dfe93f066cc25a917b43090a2ff26f
data\train\FAKE\1236 (10).jpg,1,89e714d817d113999168e8f3321b9955
data\train\FAKE\4771 (2).jpg,1,02c1a677cb08259b0e15e572d5892023
data\train\REAL\1227 (4).jpg,0,ad3948521b38ffd61ccd1d5b5afcee94
data\train\FAKE\2663 (9).jpg,1,a22828fb7ffc44ff1a2330bd20538583
data\train\FAKE\4433 (10).jpg,1,dbd0b457b01f7460f841b0613a4dd6a1
data\train\FAKE\4525 (5).jpg,1,041eb84214e95c4594299dae97125a20
data\train\REAL\0957 (5).jpg,0,0cb2659d5985ae83d00904ddc00f80d2
data\train\FAKE\3793 (8).jpg,1,02c4e59da66e491e8edfac3b2bf5b92d
data\train\FAKE\4216 (6).jpg,1,ce93d89d4a369faf5d290ef1e2e70738
data\train\FAKE\1118 (6).jpg,1,d54d860100f38290a3105375382c52c0
data\train\FAKE\3305 (4).jpg,1,cb1c9db5abc5c210b5f285ab0be5ad1f
data\train\FAKE\1051 (6).jpg,1,059fb6e52b985fc130484bf2073e6705
data\train\REAL\3896 (7).jpg,0,b39abc2c9b8310aaaa1e274b05982407
data\train\FAKE\2917 (7).jpg,1,68717b05fb514f96054e6fa2a9aedbdd
data\train\FAKE\3106 (7).jpg,1,68717b05fb514f96054e6fa2a9aedbdd
data\train\FAKE\5606 (8).jpg,1,02a7b77a28c80a7262f0971753663e90
data\train\REAL\0870.jpg,0,d7bb398e5ae6fbb9ccd2b8987fe38f96
data\train\REAL\1338 (4).jpg,0,8fd6f7c17fd849104faf8b8765532509
data\train\REAL\0135.jpg,0,01a6b0205006111d8c4c1a6f556fb270
data\train\FAKE\3162 (3).jpg,1,fdfd3599a926a7b04bd73e74230e591b
data\train\FAKE\5699 (7).jpg,1,a49df91e747f6f6b382969f6c7f2831a
data\train\REAL\3600 (9).jpg,0,5f1ac26a11ac71293e39339030a8df58
data\train\FAKE\2800 (8).jpg,1,86f78dc3a98bae269e2ed3b04dff160b
data\train\FAKE\5332 (2).jpg,1,5095652faad380b25763ee332310ec7d
data\train\REAL\0354.jpg,0,e2177348af66dc1878f08eb6189d9194
data\train\FAKE\1481.jpg,1,93cca1d03cb98855a4d7f390051df6d1
data\train\REAL\2731 (2).jpg,0,29c1e45ad39f42e6d310adf61ff19cac
data\train\FAKE\1795 (7).jpg,1,ebd50ad46489ca41189e1f5ba0be55c9
data\train\REAL\3002 (3).jpg,0,8bdc745d78581284780cf23d57892dcf
data\train\REAL\0567 (6).jpg,0,32000d945138b108ffd21d34877d8ba7
data\train\FAKE\5097 (2).jpg,1,aca56fd24202500ef2fa0d9af31b0975
data\train\FAKE\4958 (7).jpg,1,07c1f24b18a798e8c080e8f9d464167a
data\train\REAL\0559 (10).jpg,0,fb574b9a9248fc4d47a6fb1ade436836
data\train\FAKE\3188 (5).jpg,1,570272a6b098b6501b903aab3aae5619
data\train\FAKE\5479 (3).jpg,1,83c4edca8a2d1a7b3fb53ce1f68604de
data\train\REAL\2329.jpg,0,b506e44f9bff20ca7d03ea423e62c8e3
data\train\FAKE\1061 (5).jpg,1,9306ef36ffb3e45e6eaf4c70980e6e28
data\train\REAL\4791 (10).jpg,0,da17449b48b75c17659c8385e9dab0d7
data\train\FAKE\3732 (2).jpg,1,471727bf376093b4b9bfc54c4eefb9bf
data\train\FAKE\1591 (2).jpg,1,ce2e4403213db72fadf8583c898440fc
data\train\REAL\3355 (4).jpg,0,768ca1530d74768827e2b9a65b6ec884
data\train\FAKE\4693 (8).jpg,1,e222808839c1db8fd8f231ac5440fe07
data\train\FAKE\3358 (4).jpg,1,3c18a54d898fed359114b6f802d9c566
data\train\REAL\4684 (9).jpg,0,92ef4fd92cbb2dca394514aae71687ce
data\train\REAL\3330 (7).jpg,0,a59691c622060fe2ceca62cde4a33924
data\train\FAKE\3723 (3).jpg,1,0ce3791d6b7a0909f51d83acf30cf037
data\train\FAKE\2413 (4).jpg,1,807e31707741c0042a3c6e2a4498e0c7
data\train\REAL\1748 (4).jpg,0,a081ee803d44b6308a1e3ca054353d81
data\train\REAL\3287 (10).jpg,0,708d42b5de6fc58a09d1a83c89cf9ab5
data\train\FAKE\5583 (10).jpg,1,a7ef704c0bec7b872d1d31ed448d723c
data\train\REAL\2356.jpg,0,1a94a92258a2e7a29b27a58a97e6ddf8
data\train\FAKE\1053 (8).jpg,1,787d69aa4a0926572d6531d8a23fc31e
data\train\FAKE\5736 (3).jpg,1,ab33451d30206c034bd51d81f0035053
data\train\FAKE\5744 (4).jpg,1,77a9f09aaeb23925528b25171013a53d
data\train\REAL\2604 (3).jpg,0,143be531f384d019a710340220e6d40a
data\train\REAL\2864 (9).jpg,0,3b2af198c59f654c27ebe8c806ac80bb
data\train\FAKE\5208 (2).jpg,1,91a3921a41bf9c131c8c8d55e44e8444
data\train\FAKE\3043 (2).jpg,1,f4a14754b31c905f585a36a6de9536a3
data\train\FAKE\3694 (7).jpg,1,3adee32b63d5cd32e818c1419496483d
data\train\REAL\0347 (3).jpg,0,99fa09ceb95a46661066b3a4056d5b91
data\train\FAKE\1340 (9).jpg,1,64ce5fb98f600acb342a150ead38723b
data\train\FAKE\4109.jpg,1,e49c14b87d01a102c9b2f4048607cd15
data\train\REAL\4248 (6).jpg,0,95e104d8ff8cb6030435c8380ce7b36a
data\train\REAL\4713 (9).jpg,0,1ee036b83072e7f1276abae6ba11369e
data\train\REAL\4620 (5).jpg,0,7405cca5619b13086bbbe200e7dbe753
data\train\FAKE\4195 (9).jpg,1,2bcb70651b55aef2e08f2090c82be504
data\train\REAL\3349 (9).jpg,0,2be03b265415f0a218e92899a29dd463
data\train\FAKE\2718 (4).jpg,1,b470f6d5b212f2c15f477cda81b1f5c3
data\train\FAKE\2035 (5).jpg,1,40d2504af7a2e487992b156589346e73
data\train\REAL\0230 (6).jpg,0,0c5f9ae3f594d6b98e12eb0b18430207
data\train\REAL\1804 (7).jpg,0,3c2233f859b04f2f7e4ccbc19ecc274f
data\train\REAL\1427 (7).jpg,0,d934d93dc85bd68d83a9836a9ae27195
data\train\FAKE\3648 (2).jpg,1,65064987e84b74e7abcfff0ddabf2a54
data\train\REAL\0360 (3).jpg,0,3fcde97876a483855b05f61c7cf95a61
data\train\FAKE\3212 (3).jpg,1,48168436577f630d2d814ac0c3051dee
data\train\REAL\4552 (5).jpg,0,4184f26b45a93e02473a9962a960e317
data\train\FAKE\3897 (6).jpg,1,9010d23e48f3a4b9e35a142465380a96
data\train\REAL\0799 (6).jpg,0,8c16b76cb15896a31ff9cfa0c9e63a7c
data\train\REAL\3074 (5).jpg,0,56a935d2b586ecf475e411f2b61bb87e
data\train\REAL\1330 (3).jpg,0,ef9b06e42e88ab9f9dcb4ef5298e4cd7
data\train\REAL\1651 (10).jpg,0,a7d5319a7740a8e6a080967e20dfe0c0
data\train\REAL\0219 (4).jpg,0,296b2936580ea192d991e2e220b09a7d
data\train\REAL\0622 (4).jpg,0,1cd69b61ae84662ec0f5c9b1b200eca4
data\train\FAKE\1362 (4).jpg,1,54b27302d2e8e57d237d4378578a8147
data\train\REAL\4743 (9).jpg,0,8de117a0259397d521dbfa24d63e43eb
data\train\FAKE\1980 (7).jpg,1,0fec63742dbdcabd307f5d3a7eff43c0
data\train\FAKE\2357 (9).jpg,1,b2140cd4fd34e04542f44b0391ec7f24
data\train\FAKE\1673 (7).jpg,1,17d456fa23c9db57094c105ad5d4ee79
data\train\FAKE\5268 (9).jpg,1,19b2233cae4331436b525aaf9c948d43
data\train\FAKE\1364 (9).jpg,1,23b6042ec9acc607ac236f8ee6246ce3
data\train\REAL\1527 (7).jpg,0,3083a6ab201811e39bf3b13b9eac3ce6
data\train\REAL\1548 (7).jpg,0,86151b01581f614007424dfa3a744ce5
data\train\FAKE\1402 (7).jpg,1,d8e5ec74c6eaf3d50050925e8d43f51d
data\train\FAKE\2839 (10).jpg,1,2d8d24b74fb1111af77cd9d5a57da05c
data\train\REAL\2759 (10).jpg,0,b8c9e071c349f82b0fa38129d328de62
data\train\REAL\0279 (4).jpg,0,4b28aeab470238d2f6d7c38165ddbea8
data\train\FAKE\3257 (4).jpg,1,58cfafef357f06f1eead9744c4c698cc
data\train\FAKE\2064 (7).jpg,1,43103026eddba9620da0720237446ecc
data\train\FAKE\2222 (7).jpg,1,3df49e1748913c4c55b78821eb247209
data\train\REAL\2506 (4).jpg,0,d73dca2b6fac9dfeeb52257c4aa51203
data\train\REAL\2762 (9).jpg,0,7f97558be6faa73f17940154e3874e38
data\train\REAL\2919 (9).jpg,0,459867294d277501165e99569f6d9c2a
data\train\FAKE\5245 (5).jpg,1,a7589f44983ccbcd4d2ae49959e39b82
data\train\FAKE\3002 (7).jpg,1,99a836d835a3686c3447df23758d2a63
data\train\FAKE\3741 (8).jpg,1,c4f40b38e412f6ee2fbb829cecfb4986
data\train\FAKE\3914 (9).jpg,1,1dd0398e10a46c70992eff08eb11b3d5
data\train\FAKE\5478 (10).jpg,1,5c86ae8f669d031bd85c833eb2beb5b8
data\train\REAL\3748 (6).jpg,0,b4516f7d843e040ef0edc6f218b44748
data\train\FAKE\1987 (9).jpg,1,720b75c04a541b211eb2c7ccc7039d6c
data\train\FAKE\1743 (10).jpg,1,c87338194321b8bb218f0157718141f3
data\train\FAKE\4993 (7).jpg,1,8fd2ad1640cf3ba092d43067ef7b9b12
data\train\FAKE\2306.jpg,1,3588c6a3785294cf7947331beda2aeff
data\train\REAL\2224 (8).jpg,0,8f727125056ce16396dd2c9acfb31292
data\train\FAKE\5621.jpg,1,a8c5e02f9378d0a7072d8124f2ad0f3b
data\train\REAL\0568 (8).jpg,0,e2154d2de476b14388d0c1c4a8f2e909
data\train\FAKE\3296 (7).jpg,1,10dfdbc141c6085cdc45f7da34dcb075
data\train\FAKE\5139 (2).jpg,1,214e9114e72266e754fbf1224267cfec
data\train\REAL\0512 (6).jpg,0,077765d76a5828b7fd5bbe5ef716a0b6
data\train\REAL\3224 (10).jpg,0,93f3c8d5dc835ba51c54e883182c87e5
data\train\REAL\3141 (3).jpg,0,5df453c0c53081328eb8949e5210e11a
data\train\FAKE\2171 (7).jpg,1,eb0382378c22d8b9c68ebd0e55bdc943
data\train\FAKE\4961 (9).jpg,1,e7fcc8915f4a554913ffa4a3e4d9476f
data\train\FAKE\2009 (4).jpg,1,f903ca7c58c7e3f2fdbaecc1612282e1
data\train\REAL\1436 (2).jpg,0,7638d99a73d6b228e8d601d66d0d011d
data\train\REAL\2810 (4).jpg,0,3944ab18d55d4f5a6fe004fd95b8dc5a
data\train\REAL\2740 (3).jpg,0,602ec033962d9da56f5ef137e659533d
data\train\REAL\2118 (3).jpg,0,bdb2f060c28632ac4dfc592ae69f1830
data\train\REAL\2724.jpg,0,2916213e4c28027e201e9114059e0eee
data\train\REAL\0353 (2).jpg,0,9c386f5d717fedb371ca6d8c6579f815
data\train\REAL\2447 (3).jpg,0,e017b38071c995f66397070d75b70304
data\train\FAKE\5465 (5).jpg,1,4685ca2ede3abe8c4e2f5abf96e3d317
data\train\FAKE\4136 (8).jpg,1,9a68c5713a2900f09174274b888e4035
data\train\FAKE\3874 (5).jpg,1,f2efef3070463c7fcfa25e1b66c6acf9
data\train\REAL\0434 (5).jpg,0,5ad0321dd4a3508ecec088e72bde2e0f
data\train\REAL\2231 (2).jpg,0,778fb47852e89fa0d68a6d113a6569b8
data\train\REAL\0426 (8).jpg,0,f3a85251044dd0c67bc905adbcbcf711
data\train\FAKE\3937 (2).jpg,1,e79209feab56883ebecc0c288ae73276
data\train\FAKE\5815 (2).jpg,1,340f80e7ff9cfc2acfe152141fa317e5
data\train\REAL\4113 (10).jpg,0,4a1d7fbef5e0152f84028c6cc77ce1fd
data\train\REAL\0262 (10).jpg,0,4b3b4b0d36398b101f3721c7e8c7e307
data\train\REAL\4135 (6).jpg,0,a669a33370a936bfcc34ed8afebf6c5d
data\train\REAL\3087 (3).jpg,0,0ce7207af33639c1f9edbb1b61dc39b3
data\train\FAKE\1956 (6).jpg,1,b56507f3a5ff1b2ad893d662e37146a9
data\train\FAKE\1884 (9).jpg,1,ffbdf0b79525133a24f46af9dccf6175
data\train\FAKE\1135.jpg,1,4c4313eaf262e86ec6ef00f4e7c5627c
data\train\REAL\2162 (2).jpg,0,4ba38c6f4bdd9aa1fa26dc2ad960e7ff
data\train\FAKE\3087 (2).jpg,1,5acd514b29d50e9314dd0c733a59f2ee
data\train\FAKE\3353 (7).jpg,1,b940f37009892ea8bee3f57ca070aa3f
data\train\REAL\4632.jpg,0,8fe76701d91e8b7f51f75710156a55c7
data\train\REAL\1426 (6).jpg,0,50ddb9950f8fc1262c955dab6a602d5e
data\train\REAL\3200.jpg,0,50af6b12bf5574e538a8730bc154d1e4
data\train\FAKE\1715 (7).jpg,1,7b7675790546cccca8c825c4da88d7bc
data\train\FAKE\1909 (6).jpg,1,16a7e8cc79412a2b8d1790606116d0c3
data\train\REAL\0933 (3).jpg,0,b04fd45b5c7cef99f84b00e3352670af
data\train\FAKE\1422 (3).jpg,1,74e35922312f895033f93871bda2ebef
data\train\FAKE\5241 (6).jpg,1,c34cea4dac3c2f8394e3ec69160ee1f4
data\train\REAL\4977 (10).jpg,0,ca160f29d5c325a6e1fcf7768b83bd93
data\train\FAKE\3260.jpg,1,005f639b44c896c3e8592df2b54a098f
data\train\FAKE\5997 (8).jpg,1,690a87406cba02616d404bc983c13729
data\train\REAL\3742 (9).jpg,0,7957ba58861736fea2808df8185d58a2
data\train\FAKE\5947 (10).jpg,1,f1dfaa7a262f57635758ad000780dfe2
data\train\FAKE\4323 (2).jpg,1,b4fc323968e3f22698d9bbd657b1b554
data\train\REAL\3686 (8).jpg,0,e088be53c41bfb49dfc21883e5131a8e
data\train\FAKE\3056 (5).jpg,1,c29db26db647c3c893eb6e3f37df7be1
data\train\FAKE\2811 (9).jpg,1,a649182139e3257655ec6424d9806154
data\train\FAKE\5822 (2).jpg,1,f0c3a409c2688c9f390a8cd6e5583ca5
data\train\REAL\4607.jpg,0,b7f39cb175f198b5a3cfb6a16fbe2afe
data\train\REAL\0081 (2).jpg,0,d3a800b4991738e44ee8e6a22643d728
data\train\FAKE\4675.jpg,1,adc019af406bc991bfd75ece8c6105ae
data\train\REAL\1856 (4).jpg,0,4962f6197358f484639be1c00f68fc08
data\train\FAKE\3136 (9).jpg,1,34c0e0fc425ddb7a7e1ce4e539dad5d6
data\train\REAL\1230.jpg,0,a7c048c6287607272a2fa59c10acc550
data\train\FAKE\1905 (4).jpg,1,8f76b7a1ad174967ad3e1d7479ab04af
data\train\FAKE\5802 (2).jpg,1,6da115f9c6a1cc6169e82f94faec299a
data\train\REAL\1535 (4).jpg,0,e2e2442972512b8cb077a6861078232b
data\train\REAL\4646 (6).jpg,0,424661823f6ea8beb04fa8214d742616
data\train\FAKE\2765 (7).jpg,1,b77bf8d50c668535a19ee1bddccc4a00
data\train\REAL\1279 (5).jpg,0,1220a85ffca6ed216deeeb2f8711099b
data\train\FAKE\5374 (5).jpg,1,834d6f4ab2f8b3bde65b1f6ad9b724fa
data\train\FAKE\5599 (4).jpg,1,d52a023cf2769a51a536008f5149c7f4
data\train\REAL\2709 (4).jpg,0,30935509a8295ce163f5c338a85680c3
data\train\REAL\3697 (3).jpg,0,05a1f18b28144d37d6098eef5a9c402f
data\train\FAKE\5332 (6).jpg,1,8f3b0961a00ebd48e06a579e0c7fbabe
data\train\FAKE\4008.jpg,1,f775a4b11fa4a3dec9b78ca0130afb96
data\train\FAKE\2774 (4).jpg,1,2d8bf14a822665ad9783e98d358682a5
data\train\FAKE\3814 (6).jpg,1,0b7085d9f09cdd5c9b7c36ac5d623c88
data\train\FAKE\4825 (3).jpg,1,6f402e8680a427ccafd8ab1e5f40d68d
data\train\FAKE\4152 (2).jpg,1,56609060b328bdc81e33a7aef76c8c88
data\train\REAL\0719 (10).jpg,0,c2c1c0a0fcb29b7fd361c26157d5af39
data\train\FAKE\1008 (4).jpg,1,96906eb61211b2dab484b750753f9ce0
data\train\FAKE\4890 (6).jpg,1,b7b62e98bf672a78eecd4062989dd127
data\train\REAL\0722 (6).jpg,0,c0d020c70623cea1a0443bff47ad919e
data\train\REAL\4402 (9).jpg,0,d8950bc6cea88acb039c5ca42ad2d6df
data\train\REAL\2777 (9).jpg,0,d2fe4be95b7a2d8ff94d45868fc18208
data\train\REAL\2865 (9).jpg,0,e1a516a5492d7018c974cc0fb7774fb9
data\train\FAKE\1163 (6).jpg,1,84d269442da3e6b78298e53fe2650f39
data\train\REAL\4097 (2).jpg,0,2725d161b016f4157d5dd2df7022af21
data\train\REAL\3399 (2).jpg,0,646de726275bea4ee88c72da75468445
data\train\FAKE\4291 (6).jpg,1,1e3ceca351e68a4748b3e1fda17c2d84
data\train\FAKE\5022 (10).jpg,1,edea06692783a7752b53c09693b83b13
data\train\FAKE\2976 (3).jpg,1,982349d6af3a1b4e1805b631bc40ec32
data\train\FAKE\1160 (7).jpg,1,13b4306c8e1df8370edcd3d3e300c0b3
data\train\FAKE\4927.jpg,1,c9763e79d8f263fe88d9b19413406db9
data\train\REAL\1618.jpg,0,800471cf9aac5f3f252b5c6a41a81be0
data\train\FAKE\4265 (7).jpg,1,147c7cad8c9f140c6e7f45526d6849d1
data\train\FAKE\5604 (7).jpg,1,147c7cad8c9f140c6e7f45526d6849d1
data\train\REAL\2258 (6).jpg,0,d24a034fa5b5d94001142b0cf78ca9cb
data\train\REAL\1195 (2).jpg,0,f107a73283a60cadae0a6f977f27aad5
data\train\REAL\2796 (6).jpg,0,a57c351d5c18a0616ba8b5bbc6f95383
data\train\FAKE\2531 (2).jpg,1,6f3ff35b097778c99c46fe22925b513a
data\train\REAL\0901.jpg,0,8a408df08e39a9d48c308cb650974053
data\train\REAL\4436.jpg,0,2f4a4e3d2c0e5d98dbae7c498e57e13f
data\train\FAKE\5323 (7).jpg,1,07e0c184e7a3ee92bb4e3fe95b6188bf
data\train\REAL\0758 (4).jpg,0,351129e74bd76d3c8a08ce53e5ec1688
data\train\FAKE\1780 (10).jpg,1,052c48f252e3975eabad7fbbae44566c
data\train\FAKE\3732 (5).jpg,1,d8baf47527de48b2beff3af76657086a
data\train\FAKE\1302 (5).jpg,1,2424600aa12574a575fd5a127ef94627
data\train\FAKE\2812 (8).jpg,1,d2fea0045784bc2693f0b3ed3179d864
data\train\FAKE\5430.jpg,1,3559759c4f7508240af1c01249bae0ec
data\train\REAL\0509 (2).jpg,0,91545fd550edfe3f04f530e7ed48f5e9
data\train\FAKE\1795 (6).jpg,1,760cce5bb536de7482d3f352c94851c1
data\train\FAKE\2393 (6).jpg,1,760cce5bb536de7482d3f352c94851c1
data\train\FAKE\1862 (8).jpg,1,0ba80579955ad2b795186368e6baea7d
data\train\REAL\3534 (10).jpg,0,4dacd93ea34905ca50db52d3682c6510
data\train\REAL\0527 (10).jpg,0,ad68c46671686033221b697c8489c7d5
data\train\FAKE\3286 (6).jpg,1,42de1eddf72b4a95f881331d3536380e
data\train\FAKE\2252 (9).jpg,1,07f245e57c18332578da05c56cfa8f10
data\train\REAL\2645 (8).jpg,0,5f646c32edb9c4ad9e497461919cc704
